year,tite,url,author,theme
2016,Teaching Gender Segregated Sex Writing Class,/poetsorg/poem/teaching-gender-segregated-sex-writing-class,Regie Cabico,Sex
2015,How the Milky Way Was Made,/poetsorg/poem/how-milky-way-was-made,Natalie Diaz,Sex
2015,Homage to Jacques Prévert,/poetsorg/poem/homage-jacques-prevert-0,Frank Stanford,Sex
1993,"[Body of a woman, white hills, white thighs]",/poetsorg/poem/body-woman-white-hills-white-thighs,Pablo Neruda,Sex
2014,Daisy Cutter,/poetsorg/poem/daisy-cutter,Camille T. Dungy,Sex
1918,North Wind,/poetsorg/poem/north-wind,Lola Ridge,Sex
2016,Exclusively on Venus,/poetsorg/poem/exclusively-venus,Trace Peterson,Sex
2015,Center of the World,/poetsorg/poem/center-world,Safiya Sinclair,Sex
2015, Compass,/poetsorg/poem/compass,Joan Naviyuk Kane,Sex
2015,Stridulation Sonnet,/poetsorg/poem/stridulation-sonnet,Jessica Jacobs,Sex
2014,You Make Love Like the Last Snow Leopard,/poetsorg/poem/you-make-love-last-snow-leopard,Paige Taggart,Sex
2014,Flowers of Rad,/poetsorg/poem/flowers-rad,Sampson Starkweather,Sex
2013,A Greek Island,/poetsorg/poem/greek-island,Edward Hirsch,Sex
2015,The Erotic Is a Measure Between,/poetsorg/poem/erotic-measure-between,Kyle Dargan,Sex
2008,Lost in Los (Angeles),/poetsorg/poem/lost-los-angeles,Marisela Norte,Sex
2014,At the Touch of You,/poetsorg/poem/touch-you,Witter Bynner,Sex
2013,As You Never Bothered to Return My Call,/poetsorg/poem/you-never-bothered-return-my-call,August Kleinzahler,Sex
2013,Domestic,/poetsorg/poem/domestic,Deborah Landau,Sex
2013,Hopscotch Smudges,/poetsorg/poem/hopscotch-smudges,Chris Hosea,Sex
2012,La Pelona as Birdwoman [excerpt],/poetsorg/poem/la-pelona-birdwoman-excerpt,Rigoberto González,Sex
2012,Providence,/poetsorg/poem/providence-0,Catherine Barnett,Sex
2011,Blustery,/poetsorg/poem/blustery,Neil Shepard,Sex
2011,"After Bombardment, Sonya",/poetsorg/poem/after-bombardment-sonya,Ilya Kaminsky,Sex
2012,Pedagogy and Performance,/poetsorg/poem/pedagogy-and-performance,Mark Bibbins,Sex
2012,The Whistler,/poetsorg/poem/whistler,Sommer Browning,Sex
2012,(Soma)tic 21: Touch Yourself for Art,/poetsorg/poem/somatic-21-touch-yourself-art,,Sex
2011,Brief Lives [excerpt],/poetsorg/poem/brief-lives-excerpt,Ken Chen,Sex
2011,Rocket Fantastic [excerpt],/poetsorg/poem/rocket-fantastic-excerpt,Gabrielle Calvocoressi,Sex
2011,Verguenza,/poetsorg/poem/verguenza,Rachel Eliza Griffiths,Sex
2011,Ivory Black [Not to speak],/poetsorg/poem/ivory-black-not-speak,Myriam Moscona,Sex
2010,Apology,/poetsorg/poem/apology,Claudia Keelan,Sex
2010,Extraordinary Rendition,/poetsorg/poem/extraordinary-rendition,Paul Muldoon,Sex
2010,Rime Riche,/poetsorg/poem/rime-riche,Monica Ferrell,Sex
2011,619,/poetsorg/poem/619,Kate Greenstreet,Sex
2010,Provisional,/poetsorg/poem/provisional,Catherine Bowman,Sex
2010,Health,/poetsorg/poem/health,Rafael Campo,Sex
2010,Ophelia to the Court,/poetsorg/poem/ophelia-court,Meghan O'Rourke,Sex
2010,Completely Friday,/poetsorg/poem/completely-friday,Luis García Montero,Sex
2010,Emily Dickinson to the Rescue,/poetsorg/poem/emily-dickinson-rescue,Michael Dickman,Sex
2010,crossword,/poetsorg/poem/crossword,Valzhyna Mort,Sex
2009,Coffee and Oranges,/poetsorg/poem/coffee-and-oranges,Joel Brouwer,Sex
2009,The Ecstasy,/poetsorg/poem/ecstasy,Phillip Lopate,Sex
2009,Snowball Journal,/poetsorg/poem/snowball-journal,Phillip Lopate,Sex
2010,Orange Girl Suite [excerpt],/poetsorg/poem/orange-girl-suite-excerpt,Simone Muench,Sex
2009,So as Not to Distort,/poetsorg/poem/so-not-distort,Hiromi Itō,Sex
2009,Demeter to Persephone,/poetsorg/poem/demeter-persephone,Alicia Ostriker,Sex
2009,Porcelain,/poetsorg/poem/porcelain,Carl Phillips,Sex
2009,from This Window Makes Me Feel,/poetsorg/poem/window-makes-me-feel,Robert Fitterman,Sex
2009,Ode to Spring,/poetsorg/poem/ode-spring,Frederick Seidel,Sex
2007,XIII,/poetsorg/poem/xiii,César Vallejo,Sex
2006,Safe Sex,/poetsorg/poem/safe-sex,Donald Hall,Sex
2006,The Blue Terrance,/poetsorg/poem/blue-terrance,Terrance Hayes,Sex
2005,Wild Is the Wind,/poetsorg/poem/wild-wind,Travis Nichols,Sex
2008,Alamogordo 1945,/poetsorg/poem/alamogordo-1945,Adriano Spatola,Sex
2007,Beach Walk,/poetsorg/poem/beach-walk,Henri Cole,Sex
2006,Arts & Sciences,/poetsorg/poem/arts-sciences,Philip Appleman,Sex
2006,Wedding Dress,/poetsorg/poem/wedding-dress,Michael Waters,Sex
2004,"Aubade: Some Peaches, After Storm",/poetsorg/poem/aubade-some-peaches-after-storm,Carl Phillips,Sex
2004,Sex,/poetsorg/poem/sex,Michael Ryan,Sex
1991,Autobiography 1997 The First One Hundred,/poetsorg/poem/autobiography-1997-first-one-hundred,Jerome Rothenberg,Sex
1964,The Elephant is Slow to Mate,/poetsorg/poem/elephant-slow-mate,D. H. Lawrence,Sex
1917,A Memory Of the Players In a Mirror at Midnight,/poetsorg/poem/memory-players-mirror-midnight,James Joyce,Sex
1890,Come Slowly—Eden (211),/poetsorg/poem/come-slowly%E2%80%94eden-211,Emily Dickinson,Sex
1997,Kinky,/poetsorg/poem/kinky,Denise Duhamel,Sex
1984,Fish Fucking,/poetsorg/poem/fish-fucking,Michael Blumenthal,Sex
1917,At the Piano,/poetsorg/poem/piano-0,Thomas Hardy,Sex
1915,Vernal Equinox,/poetsorg/poem/vernal-equinox,Amy Lowell,Sex
1875,Corinna Confesses,/poetsorg/poem/corinna-confesses,Laura Redden Searing,Sex
1867,Spontaneous Me,/poetsorg/poem/spontaneous-me,Walt Whitman,Sex
1844,To George Sand: A Recognition,/poetsorg/poem/george-sand-recognition,Elizabeth Barrett Browning,Sex
1855,A Woman Waits for Me,/poetsorg/poem/woman-waits-me,Walt Whitman,Sex
2012,Why I Don’t Mention Flowers When Conversations with My Brother Reach Uncomfortable Silences,/poetsorg/poem/why-i-don%E2%80%99t-mention-flowers-when-conversations-my-brother-reach-uncomfortable-silences,Natalie Diaz,Silence
2015,The Weavers,/poetsorg/poem/weavers,Linda Gregerson,Silence
2015,Taking My Father and Brother to The Frick,/poetsorg/poem/taking-my-father-and-brother-frick,Derrick Austin,Silence
2014,"a woman peeling apples, with a small child",/poetsorg/poem/woman-peeling-apples-small-child,Pattie McCarthy ,Silence
2013,Ghazal: In Silence,/poetsorg/poem/ghazal-silence,Mimi Khalvati,Silence
2015,A Well Runs Out of Thirst,/poetsorg/poem/well-runs-out-thirst,Jane Hirshfield,Silence
1916,The Answer,/poetsorg/poem/answer-0,Carl Sandburg,Silence
2014,SONNET (silenced),/poetsorg/poem/sonnet-silenced,Olena Kalytiak Davis,Silence
2013,Said to Have Been Heard to Say Hush,/poetsorg/poem/said-have-been-heard-say-hush,Nathaniel Mackey,Silence
2012,"Dear Corporation,",/poetsorg/poem/dear-corporation,Adam Fell,Silence
2012,Hymn,/poetsorg/poem/hymn,Kazim Ali,Silence
2012,One of the Dummies at Night,/poetsorg/poem/one-dummies-night,Gibson Fay-LeBlanc,Silence
2012,Item:,/poetsorg/poem/item,Lynn Emanuel,Silence
2011,Without Discussion,/poetsorg/poem/without-discussion,Samuel Amadon,Silence
2011,The Plain Sense of Things,/poetsorg/poem/plain-sense-things,Wallace Stevens,Silence
2012,RAG SMELL. FIRE,/poetsorg/poem/rag-smell-fire,Joan Houlihan,Silence
2012,Poem,/poetsorg/poem/poem-10,Cynthia Arrieu-King,Silence
2012,On Silence,/poetsorg/poem/silence-3,R. Zamora Linmark,Silence
2011,The Moment,/poetsorg/poem/moment-0,Marie Howe,Silence
2011,Bone & Silence,/poetsorg/poem/bone-silence,Gerald Fleming,Silence
2010,Inheritance,/poetsorg/poem/inheritance,Daniel Johnson,Silence
2010,What Happened at the Service?,/poetsorg/poem/what-happened-service,Prageeta Sharma,Silence
2010,What the Last Evening Will Be Like,/poetsorg/poem/what-last-evening-will-be,Edward Hirsch,Silence
2009,Hunger,/poetsorg/poem/hunger,Sarah Gambito,Silence
2002,The Silence,/poetsorg/poem/silence-0,Philip Schultz,Silence
2010,Born Late,/poetsorg/poem/born-late,David Dodd Lee,Silence
2010,Perceiving is the same as receiving and it is the same as responding.,/poetsorg/poem/perceiving-same-receiving-and-it-same-responding,Brian Teare,Silence
2009,Yellow Bowl,/poetsorg/poem/yellow-bowl,Rachel Contreni Flynn,Silence
2005,Sharks' Teeth,/poetsorg/poem/sharks-teeth,Kay Ryan,Silence
2001,The City of God,/poetsorg/poem/city-god,David Baker,Silence
2001,What are the consequences of silence?,/poetsorg/poem/what-are-consequences-silence,Bhanu Kapil,Silence
1977,Everyone Is Asleep,/poetsorg/poem/everyone-asleep,Enomoto Seifu-jo,Silence
1964,The White Horse,/poetsorg/poem/white-horse,D. H. Lawrence,Silence
1924,Silence,/poetsorg/poem/silence-2,Marianne Moore,Silence
1827,Silence,/poetsorg/poem/silence-1,Thomas Hood,Silence
1997,A Silence,/poetsorg/poem/silence,Amy Clampitt,Silence
1976,The Snowfall Is So Silent,/poetsorg/poem/snowfall-so-silent,Miguel de Unamuno,Silence
1955,The Little Mute Boy,/poetsorg/poem/little-mute-boy,Federico García Lorca,Silence
1840,Sonnet—Silence,/poetsorg/poem/sonnet%E2%80%94silence,Edgar Allan Poe,Silence
2014,My Sister,/poetsorg/poem/my-sister,Hyam Plutzik,Sisters
2012,Camp of No Return,/poetsorg/poem/camp-no-return,James Tate,Sisters
2010,from People Close To You,/poetsorg/poem/people-close-you,Crystal Williams,Sisters
2003,Blankets of Bark,/poetsorg/poem/blankets-bark,Sherwin Bitsui,Sisters
1997,Station,/poetsorg/poem/station,James Galvin,Sisters
2014,Postcards,/poetsorg/poem/postcards,E. Ethelbert Miller,Sisters
2011,This Deepening Takes Place Again,/poetsorg/poem/deepening-takes-place-again,Emily Kendal Frey,Sisters
2005,My Sister's Funeral,/poetsorg/poem/my-sisters-funeral,Gerald Stern,Sisters
1999,At Deep Midnight,/poetsorg/poem/deep-midnight,Minnie Bruce Pratt,Sisters
1996,The Threat,/poetsorg/poem/threat,Denise Duhamel,Sisters
1989,sisters,/poetsorg/poem/sisters,Lucille Clifton,Sisters
1862,Goblin Market,/poetsorg/poem/goblin-market,Christina Rossetti,Sisters
1890,One Sister have I in our house (14),/poetsorg/poem/one-sister-have-i-our-house-14,Emily Dickinson,Sisters
1798,We Are Seven,/poetsorg/poem/we-are-seven,William Wordsworth,Sisters
2016,"Thanksgiving in the Anthropocene, 2015",/poetsorg/poem/thanksgiving-anthropocene-2015,Craig Santos Perez,Social Justice
2015,Passive Voice,/poetsorg/poem/passive-voice,Laura Da’,Social Justice
2017,Watch Us Elocute,/poetsorg/poem/watch-us-elocute,Marcus Wicker,Social Justice
2017,Crescendo,/poetsorg/poem/crescendo,Teri Ellen Cross Davis,Social Justice
2017,American Sonnet for My Past and Future Assassin [Even the most kindhearted white woman],/poetsorg/poem/american-sonnet-my-past-and-future-assassin-even-most-kindhearted-white-woman,Terrance Hayes,Social Justice
1974,Calling on All Silent Minorities,/poetsorg/poem/calling-all-silent-minorities,June Jordan,Social Justice
2017,it won’t be a bullet,/poetsorg/poem/it-wont-be-bullet,Danez Smith,Social Justice
2017,Deportation Letter,/poetsorg/poem/deportation-letter,Javier Zamora,Social Justice
1899,A Delaware Indian Legend,/poetsorg/poem/delaware-indian-legend,Richard Calmit Adams,Social Justice
2017,Americans at Yad Vashem,/poetsorg/poem/americans-yad-vashem,Amanda Hawkins,Social Justice
1899,To the American People,/poetsorg/poem/american-people,Richard Calmit Adams,Social Justice
2008,Economics at Gemco,/poetsorg/poem/economics-gemco,John Olivares Espinoza,Social Justice
2002,Natural Criminal,/poetsorg/poem/natural-criminal,Francisco X. Alarcón,Social Justice
2017,What Do We Do—Now,/poetsorg/poem/what-do-we-do-now,Ellen Hagan,Social Justice
2017,21 November 2004,/poetsorg/poem/21-november-2004,May Yang,Social Justice
1910,"On the Capture and Imprisonment of Crazy Snake, January, 1900",/poetsorg/poem/capture-and-imprisonment-crazy-snake-january-1900,Alexander Posey,Social Justice
2017,Testimony,/poetsorg/poem/testimony-0,Hafizah Geter,Social Justice
2017,the smoke of the country went up,/poetsorg/poem/smoke-country-went,Iain Haley Pollock,Social Justice
1974,Mother Earth: Her Whales ,/poetsorg/poem/mother-earth-her-whales-0,Gary Snyder,Social Justice
2017,Instructions for Stopping,/poetsorg/poem/instructions-stopping,Dana Levin,Social Justice
1914,Protest,/poetsorg/poem/protest,Ella Wheeler Wilcox,Social Justice
2013,Autumn Ritual with Hate Turned Sideways,/poetsorg/poem/autumn-ritual-hate-turned-sideways,Brenda Hillman,Social Justice
2016,what the dead know by heart,/poetsorg/poem/what-dead-know-heart-0,Donte Collins,Social Justice
2016,Incendiary Art ,/poetsorg/poem/incendiary-art,Patricia Smith,Social Justice
2016,litany,/poetsorg/poem/litany-1,Mahogany L. Browne,Social Justice
1989,For My People,/poetsorg/poem/my-people,Margaret Walker,Social Justice
2016,Book of Statues,/poetsorg/poem/book-statues,Richie Hofmann,Social Justice
2016,Shared Plight,/poetsorg/poem/shared-plight,Kamilah Aisha Moon,Social Justice
2016,@ the Crossroads—A Sudden American Poem,/poetsorg/poem/crossroads-sudden-american-poem,Juan Felipe Herrera,Social Justice
2009,A Woman Is Talking to Death,/poetsorg/poem/woman-talking-death,Judy Grahn,Social Justice
1986,On Marriage,/poetsorg/poem/marriage-0,Marilyn Hacker,Social Justice
2014,Laundry,/poetsorg/poem/laundry,Alicia Ostriker,Social Justice
2014,A People's Historian,/poetsorg/poem/peoples-historian,Kenneth Carroll,Social Justice
2016,Long Night Full Moon,/poetsorg/poem/long-night-full-moon,D. A. Powell,Social Justice
2015,The Exile,/poetsorg/poem/exile-1,Michael Wasson,Social Justice
2015,Dirge South,/poetsorg/poem/dirge-south,Anne Waldman,Social Justice
2014,Charlie Howard’s Descent,/poetsorg/poem/charlie-howard%E2%80%99s-descent,Mark Doty,Social Justice
2014,juxtaposing the black boy & the bullet,/poetsorg/poem/juxtaposing-black-boy-bullet,Danez Smith,Social Justice
2016,Skit: Sun Ra Welcomes the Fallen,/poetsorg/poem/skit-sun-ra-welcomes-fallen,Ruth Ellen Kocher,Social Justice
2015,Microwave Popcorn,/poetsorg/poem/microwave-popcorn,Harmony Holiday,Social Justice
2015,the bullet was a girl,/poetsorg/poem/bullet-was-girl,Danez Smith,Social Justice
2015,The Tradition,/poetsorg/poem/tradition,Jericho Brown,Social Justice
2015,Killing the Form,/poetsorg/poem/killing-form,Camonghne Felix,Social Justice
2014,"from Citizen, VI [My brothers are notorious]",/poetsorg/poem/citizen-vi-my-brothers-are-notorious,Claudia Rankine,Social Justice
2014,Before I Was a Gazan,/poetsorg/poem/i-was-gazan,Naomi Shihab Nye,Social Justice
2015,Abeyance,/poetsorg/poem/abeyance,Rebecca Foust,Social Justice
2015,Do Not Speak of the Dead,/poetsorg/poem/do-not-speak-dead,Cecilia Llompart,Social Justice
2015,For Trayvon Martin,/poetsorg/poem/trayvon-martin,Reuben Jackson,Social Justice
2014,"from Citizen, VI [I knew whatever was in front of me was happening]",/poetsorg/poem/citizen-vi-i-knew-whatever-was-front-me-was-happening,Claudia Rankine,Social Justice
2014,Imagine ,/poetsorg/poem/imagine,Kamilah Aisha Moon,Social Justice
2012,Poem In Which Words Have Been Left Out,/poetsorg/poem/poem-which-words-have-been-left-out,Charles Jensen,Social Justice
2009,The Drum Room,/poetsorg/poem/drum-room,Fred Marchant,Social Justice
2004,Looking for Omar,/poetsorg/poem/looking-omar,E. Ethelbert Miller,Social Justice
1970,American History,/poetsorg/poem/american-history,Michael S. Harper,Social Justice
2011,Left,/poetsorg/poem/left,Nikky Finney,Social Justice
2007,Rambling,/poetsorg/poem/rambling,Afaa Michael Weaver,Social Justice
1978,Still I Rise,/poetsorg/poem/still-i-rise,Maya Angelou,Social Justice
,Make Me Human or Give Me Death,/poetsorg/poem/make-me-human-or-give-me-death,May Yang,Social Justice
2015,All the Thoughts at a Football Game,/poetsorg/poem/all-thoughts-football-game,Juan Felipe Herrera,Sons
2015,Taking My Father and Brother to The Frick,/poetsorg/poem/taking-my-father-and-brother-frick,Derrick Austin,Sons
2014,What We Set in Motion,/poetsorg/poem/what-we-set-motion,Geffrey Davis,Sons
2014,Toy Cloud,/poetsorg/poem/toy-cloud,Nathan Hoks,Sons
2014,Another Country,/poetsorg/poem/another-country,Ryan Teitman,Sons
2015,Work,/poetsorg/poem/work-1,Sally Bliumis-Dunn,Sons
2015,Summer,/poetsorg/poem/summer-3,Robin Coste Lewis,Sons
2014,male bonding,/poetsorg/poem/male-bonding,Quraysh Ali Lansana,Sons
2014,Recognitions,/poetsorg/poem/recognitions,Rachel Hadas,Sons
2013,Like Him,/poetsorg/poem/him,Aaron Smith,Sons
2013,Goodnight Moon,/poetsorg/poem/goodnight-moon,James Arthur,Sons
1983,Fishing in Winter,/poetsorg/poem/fishing-winter,Ralph Burns,Sons
1980,Odysseus to Telemachus,/poetsorg/poem/odysseus-telemachus,Joseph Brodsky,Sons
1921,A Boy and His Dad,/poetsorg/poem/boy-and-his-dad,Edgar Guest,Sons
1867,Come Up From the Fields Father,/poetsorg/poem/come-fields-father,Walt Whitman,Sons
1989,Lullaby of the Onion,/poetsorg/poem/lullaby-onion,Miguel Hernández,Sons
1983,Yesterday,/poetsorg/poem/yesterday,W. S. Merwin,Sons
1970,"With Kit, Age 7, at the Beach (audio only)",/poetsorg/poem/kit-age-7-beach-audio-only,William Stafford,Sons
1910,If—,/poetsorg/poem/if%E2%80%94,Rudyard Kipling,Sons
1616,Epigrams: On my First Son,/poetsorg/poem/epigrams-my-first-son,Ben Jonson,Sons
1603,On My First Son,/poetsorg/poem/my-first-son,Ben Jonson,Sons
2016,Blackacre,/poetsorg/poem/blackacre,Monica Youn,Space
2016,from Offworld,/poetsorg/poem/offworld,Anne Waldman,Space
1921,Passage,/poetsorg/poem/passage-0,Cale Young Rice,Space
1846,The Evening Star,/poetsorg/poem/evening-star,Henry Wadsworth Longfellow,Space
2015,Trans-,/poetsorg/poem/trans,Rita Dove,Space
1924,Untitled [Do you still remember: falling stars],/poetsorg/poem/untitled-do-you-still-remember-falling-stars,Rainer Maria Rilke,Space
2015,How the Milky Way Was Made,/poetsorg/poem/how-milky-way-was-made,Natalie Diaz,Space
1919,The Universe,/poetsorg/poem/universe,"Joshua Henry Jones, Jr.",Space
2015,Holy Cosmos,/poetsorg/poem/holy-cosmos,Nathalie Handal,Space
2015,Watch the Film You Paid to See,/poetsorg/poem/watch-film-you-paid-see,Todd Colby,Space
2014,house of strays,/poetsorg/poem/house-strays,Kristy Bowen,Space
2011,Horoscope,/poetsorg/poem/horoscope,Maureen N. McLane,Space
2011,The Aerodynamics,/poetsorg/poem/aerodynamics,Rick Bursky,Space
2011,from Blue Dark,/poetsorg/poem/blue-dark,Deborah Landau,Space
2010,Gas Star,/poetsorg/poem/gas-star,George Witte,Space
2012,Mars Poetica,/poetsorg/poem/mars-poetica,Wyn Cooper,Space
2011,Untitled [and the moon once it stopped was sleeping],/poetsorg/poem/untitled-and-moon-once-it-stopped-was-sleeping,Erika Meitner,Space
2011,Letter Already Broadcast into Space,/poetsorg/poem/letter-already-broadcast-space,Jake Adam York,Space
2010,Sonogram,/poetsorg/poem/sonogram,Jennifer Chang,Space
2010,Person of the Playful Star: Tanka [I listen to songs],/poetsorg/poem/person-playful-star-tanka-i-listen-songs,Tada Chimako,Space
2010,"Spine to Spin, Spoke to Speak",/poetsorg/poem/spine-spin-spoke-speak,Andrew Joron,Space
2009,Gloss,/poetsorg/poem/gloss,Angie Estes,Space
2009,Transit of Venus,/poetsorg/poem/transit-venus,Lyrae Van Clief-Stefanon,Space
2009,Vision from the Blue Plane-Window,/poetsorg/poem/vision-blue-plane-window,Ernesto Cardenal,Space
2008,I'm Over the Moon,/poetsorg/poem/im-over-moon,Brenda Shaughnessy,Space
2009,Quick Black Hole Spin-Change,/poetsorg/poem/quick-black-hole-spin-change,Edward Sanders,Space
2009,Let Me Disappear,/poetsorg/poem/let-me-disappear,Ray Gonzalez,Space
2009,Imagining Starry,/poetsorg/poem/imagining-starry,Marie Ponsot,Space
2008,Orion,/poetsorg/poem/orion-0,Susan Gevirtz,Space
2008,Now that no one looking,/poetsorg/poem/now-no-one-looking,Adam Kirsch,Space
2006,The Anniversary,/poetsorg/poem/anniversary-0,Elaine Terranova,Space
2004,Moon Gathering,/poetsorg/poem/moon-gathering,Eleanor Wilner,Space
2003,Sky,/poetsorg/poem/sky,Anzhelina Polonskaya,Space
1997,Starlight,/poetsorg/poem/starlight,William Meredith,Space
1984,Star Quilt,/poetsorg/poem/star-quilt,Roberta J. Hill,Space
2006,Winter Twilight,/poetsorg/poem/winter-twilight,Anne Porter,Space
2004,The Truth About Northern Lights,/poetsorg/poem/truth-about-northern-lights,Christine Hume,Space
2002,Skylab,/poetsorg/poem/skylab,Rolf Jacobsen,Space
1996,Let Evening Come,/poetsorg/poem/let-evening-come,Jane Kenyon,Space
1981,Yellow Stars and Ice,/poetsorg/poem/yellow-stars-and-ice,Susan Stewart,Space
1978,Poem,/poetsorg/poem/poem-9,Charles Bernstein,Space
1960,The More Loving One,/poetsorg/poem/more-loving-one,W. H. Auden,Space
1920,Scandal,/poetsorg/poem/scandal,Lola Ridge,Space
1906,Winter,/poetsorg/poem/winter,Walter de la Mare,Space
1881,A Clear Midnight,/poetsorg/poem/clear-midnight,Walt Whitman,Space
1978,[American Journal],/poetsorg/poem/american-journal,Robert Hayden,Space
1930,The Falling Star,/poetsorg/poem/falling-star,Sara Teasdale,Space
1916,Back Yard,/poetsorg/poem/back-yard,Carl Sandburg,Space
1900,When I Heard the Learned Astronomer,/poetsorg/poem/when-i-heard-learned-astronomer,Walt Whitman,Space
1838,Bright Star,/poetsorg/poem/bright-star,John Keats,Space
1824,To the Moon [fragment],/poetsorg/poem/moon-fragment,Percy Bysshe Shelley,Space
1806,The Star,/poetsorg/poem/star,Jane Taylor,Space
1815,She Walks in Beauty,/poetsorg/poem/she-walks-beauty,George Gordon Byron,Space
1609,Not from the stars do I my judgment pluck (Sonnet 14),/poetsorg/poem/not-stars-do-i-my-judgment-pluck-sonnet-14,William Shakespeare,Space
2009,Calculations,/poetsorg/poem/calculations,Brenda Cárdenas,Spanish
2009,Poem for the Tin-tun-teros,/poetsorg/poem/poem-tin-tun-teros,Brenda Cárdenas,Spanish
2005,Afternoons,/poetsorg/poem/afternoons,Jorge H. Aigla,Spanish
2005,Lunch Break,/poetsorg/poem/lunch-break,Francisco Aragón,Spanish
2007,Central America in My Heart,/poetsorg/poem/central-america-my-heart,Oscar Gonzales,Spanish
2008,conflict with a god,/poetsorg/poem/conflict-god,María Luisa Arroyo,Spanish
2005,"John Correia, My College Chemistry Teacher",/poetsorg/poem/john-correia-my-college-chemistry-teacher,Jorge H. Aigla,Spanish
2008,gathering words,/poetsorg/poem/gathering-words,María Luisa Arroyo,Spanish
2007,We All Return to the Place Where We Were Born,/poetsorg/poem/we-all-return-place-where-we-were-born,Oscar Gonzales,Spanish
2005,City Moon,/poetsorg/poem/city-moon,Francisco Aragón,Spanish
2003,Images,/poetsorg/poem/images-0,Jaime Manrique,Spanish
2003,The Sky Over My Mother’s House,/poetsorg/poem/sky-over-my-mothers-house,Jaime Manrique,Spanish
1993,A Woman Sleeps on an Island,/poetsorg/poem/woman-sleeps-island,Marjorie Agosín,Spanish
1993,Seven Stones,/poetsorg/poem/seven-stones,Marjorie Agosín,Spanish
2006,Emily Dickinson,/poetsorg/poem/emily-dickinson,Felipe Benitez Reyes,Spanish
2003,Swan’s Elegy,/poetsorg/poem/swans-elegy,Jaime Manrique,Spanish
2002,Ballad of Forgotten Places,/poetsorg/poem/ballad-forgotten-places,Olga Orozco,Spanish
2002,It Comes in Every Storm,/poetsorg/poem/it-comes-every-storm,Olga Orozco,Spanish
1972,Penelope Unravels,/poetsorg/poem/penelope-unravels,Francisca Aguirre,Spanish
2002,"Songs to Berenice, II",/poetsorg/poem/songs-berenice-ii,Olga Orozco,Spanish
2002,Farewell,/poetsorg/poem/farewell-1,Francisca Aguirre,Spanish
2012,Garcia Lorca Meets Crane,/poetsorg/poem/garcia-lorca-meets-crane,Dante Micheaux,Spanish
1997,Love Opened a Mortal Wound / Con el dolor de la mortal herida,/poetsorg/poem/love-opened-mortal-wound-con-el-dolor-de-la-mortal-herida,Sor Juana Inés de la Cruz,Spanish
1955,Romance Sonambulo,/poetsorg/poem/romance-sonambulo,Federico García Lorca,Spanish
2015,Sidonie,/poetsorg/poem/sidonie,Ramón García,Spanish
2006,Fears,/poetsorg/poem/fears,Felipe Benitez Reyes,Spanish
1955,"Arbolé, Arbolé . . .",/poetsorg/poem/arbole-arbole,Federico García Lorca,Spanish
2017,"""All Puffy and White, Goldish, Harpy, and Angelonic""",/poetsorg/poem/all-puffy-and-white-goldish-harpy-and-angelonic,Lance Larsen,Spirituality
2017,On Being Told Prayer Is a Crutch,/poetsorg/poem/being-told-prayer-crutch,Marcus Wicker,Spirituality
1920,"[Be still, my soul, be still; the arms you bear are brittle]",/poetsorg/poem/be-still-my-soul-be-still-arms-you-bear-are-brittle,A. E. Housman,Spirituality
2017,as the owl augurs ,/poetsorg/poem/owl-augurs,Julian Talamantez Brolaski,Spirituality
2017,The Wishbone: A Romance ,/poetsorg/poem/wishbone-romance,Lisa Russ Spaar,Spirituality
2017,little prayer,/poetsorg/poem/little-prayer,Danez Smith,Spirituality
2017,Ars Poetica,/poetsorg/poem/ars-poetica-5,Marcus Wicker,Spirituality
1891,Song of Myself XLVIII,/poetsorg/poem/song-myself-xlviii,Walt Whitman,Spirituality
2017,Lush Life,/poetsorg/poem/lush-life,Morgan Parker,Spirituality
2017,Even the Gods,/poetsorg/poem/even-gods,Nicole Sealey,Spirituality
2002,The Breathing Field,/poetsorg/poem/breathing-field,Wyatt Townley,Spirituality
2012,The Spirituals speak,/poetsorg/poem/spirituals-speak,Monica Hand,Spirituality
2016,Psalm,/poetsorg/poem/psalm-6,Paisley Rekdal,Spirituality
2016,Reason,/poetsorg/poem/reason,Robin Coste Lewis,Spirituality
2016,Spell to Locate the Unreachable,/poetsorg/poem/spell-locate-unreachable,Sarah Messer,Spirituality
2016,Villanelle with Violin,/poetsorg/poem/villanelle-violin,Marilyn Krysl,Spirituality
2016,Untitled,/poetsorg/poem/untitled-2,Paul Carroll,Spirituality
2008,conflict with a god,/poetsorg/poem/conflict-god,María Luisa Arroyo,Spirituality
2015,Walking to Jerusalem,/poetsorg/poem/walking-jerusalem,Philip Terman,Spirituality
2016,His Morning Meditations,/poetsorg/poem/his-morning-meditations,Jay Parini,Spirituality
2016,A Night in the Field,/poetsorg/poem/night-field,Jay Parini,Spirituality
2012,Now That We Have Tasted Hope,/poetsorg/poem/now-we-have-tasted-hope,Khaled Mattawa,Spirituality
2015,How the Milky Way Was Made,/poetsorg/poem/how-milky-way-was-made,Natalie Diaz,Spirituality
2015,When we are on the right track we are rewarded with joy,/poetsorg/poem/when-we-are-right-track-we-are-rewarded-joy,Brian Teare,Spirituality
2015,The Haint of Washington,/poetsorg/poem/haint-washington,Kenneth Carroll,Spirituality
2015,The Church of Michael Jordan,/poetsorg/poem/church-michael-jordan,Jeffrey McDaniel,Spirituality
